model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
simgp_core_g75,random,5,0,0.1053589881746204,0.07021224377005378,1.0,1.0,1.0,11,0.735632183908046,0.4367816091954023,0.6551724137931034,0.8160919540229885,,,,,,,
physgp_core,random,5,0,0.20501299901972517,0.13140615069266545,1.0,0.0,0.0,11,0.8045977011494253,0.4367816091954023,0.7126436781609196,0.896551724137931,,,,,,,
physgp_rich,random,5,0,0.20172255193088545,0.1261104494315175,1.0,0.0,0.0,11,0.7586206896551724,0.5402298850574713,0.7241379310344828,0.8850574712643678,,,,,,,
simgp_rich,random,5,0,0.08100120097386088,0.05266258761803408,1.0,0.7272727272727273,0.8421052631578948,11,0.9885057471264368,0.9080459770114943,0.9885057471264368,1.0,,,,,,,
pinn_rich,random,5,0,0.1716859527218085,0.11290401476298462,1.0,0.0,0.0,11,0.4482758620689655,0.2413793103448276,0.367816091954023,0.47126436781609193,,,,,,,
mean_of_samples,random,5,0,0.2845636878229652,0.2260233297881789,1.0,0.0,0.0,11,,,,,,,,,,,
nearest_sample,random,5,0,0.18094501079697303,0.13639760788947894,1.0,0.0,0.0,11,,,,,,,,,,,
decay_only,random,5,0,0.2915983039614592,0.23585161103431654,1.0,0.0,0.0,11,,,,,,,,,,,
simgp_core,random,6,0,0.0842679107456101,0.04897324877013821,1.0,0.6,0.7499999999999999,10,0.9883720930232558,0.8953488372093024,0.9883720930232558,0.9883720930232558,0.7,0.6,1.0,1.15,0.9,1.0,0.6363636363636364
simgp_core_nogp,random,6,0,0.08937925973415019,0.05371737553023917,1.0,0.6,0.7499999999999999,10,0.9883720930232558,0.6976744186046512,0.9883720930232558,0.9883720930232558,,,,,,,
simgp_core_g75,random,6,0,0.09353404363806224,0.06462745422251044,1.0,0.8,0.888888888888889,10,0.7209302325581395,0.43023255813953487,0.6511627906976745,0.7674418604651163,,,,,,,
