model,strategy,n,seed,rmse,mae,precision,recall,f1,n_true_viol,coverage90,coverage50,coverage80,coverage95,map_kb,map_kw,map_gamma,map_demand,map_rough,map_dose,recall_all
simgp_core_nogp,random,5,7,0.09468586523060402,0.07377100591865206,0.8,0.75,0.7741935483870969,16,0.9540229885057471,0.5862068965517241,0.8505747126436781,0.9885057471264368,,,,,,,
simgp_core_g75,random,5,7,0.10225876589893702,0.07541309210320511,0.7619047619047619,1.0,0.8648648648648648,16,0.9080459770114943,0.5402298850574713,0.7126436781609196,0.9540229885057471,,,,,,,
physgp_core,random,5,7,0.2315464182734007,0.17809481299891258,0.75,0.75,0.75,16,0.3563218390804598,0.05747126436781609,0.27586206896551724,0.367816091954023,,,,,,,
physgp_rich,random,5,7,0.21247014976241566,0.16387181002244233,0.7058823529411765,0.75,0.7272727272727272,16,0.4482758620689655,0.25287356321839083,0.367816091954023,0.5977011494252874,,,,,,,
simgp_rich,random,5,7,0.09021573941214545,0.07026620736410343,0.8461538461538461,0.6875,0.7586206896551724,16,0.9770114942528736,0.5862068965517241,0.9080459770114943,0.9885057471264368,,,,,,,
pinn_rich,random,5,7,0.19494983951468056,0.14443304618846275,1.0,0.0,0.0,16,0.2413793103448276,0.10344827586206896,0.1839080459770115,0.26436781609195403,,,,,,,
mean_of_samples,random,5,7,0.272548140637004,0.22662265292804135,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,5,7,0.24982013745739556,0.2095451385671356,1.0,0.0,0.0,16,,,,,,,,,,,
decay_only,random,5,7,0.20792506156274046,0.15909893641221703,0.7222222222222222,0.8125,0.7647058823529411,16,,,,,,,,,,,
simgp_core,random,6,7,0.08561984962907428,0.06675918920960906,0.8571428571428571,0.75,0.7999999999999999,16,1.0,0.5930232558139535,0.9186046511627907,1.0,0.7,0.6,1.0,0.85,0.9,1.0,0.75
simgp_core_nogp,random,6,7,0.093749279933553,0.07234473290915053,0.8,0.75,0.7741935483870969,16,0.9534883720930233,0.5697674418604651,0.8488372093023255,0.9883720930232558,,,,,,,
simgp_core_g75,random,6,7,0.09978943472236404,0.07292799227059442,0.7619047619047619,1.0,0.8648648648648648,16,0.8837209302325582,0.5465116279069767,0.7093023255813954,0.9302325581395349,,,,,,,
physgp_core,random,6,7,0.2263836343464091,0.16998438940116842,0.75,0.75,0.75,16,0.313953488372093,0.12790697674418605,0.26744186046511625,0.3372093023255814,,,,,,,
physgp_rich,random,6,7,0.21604346045659797,0.1709821553814013,0.7058823529411765,0.75,0.7272727272727272,16,0.3953488372093023,0.19767441860465115,0.313953488372093,0.45348837209302323,,,,,,,
simgp_rich,random,6,7,0.08944307405213853,0.06928127555977814,0.8461538461538461,0.6875,0.7586206896551724,16,0.9418604651162791,0.5581395348837209,0.9069767441860465,0.9883720930232558,,,,,,,
mean_of_samples,random,6,7,0.27486289634778244,0.22844859594771189,1.0,0.0,0.0,16,,,,,,,,,,,
nearest_sample,random,6,7,0.24698776003243741,0.20297167149013617,1.0,0.0,0.0,16,,,,,,,,,,,
decay_only,random,6,7,0.20988561325826333,0.1612489517890705,0.7222222222222222,0.8125,0.7647058823529411,16,,,,,,,,,,,
simgp_core,random,7,7,0.09362811043999773,0.07108087223856106,0.8571428571428571,0.75,0.7999999999999999,16,1.0,0.5764705882352941,0.9176470588235294,1.0,0.7,0.6,1.0,0.85,0.9,1.0,0.75
simgp_core_nogp,random,7,7,0.09367667215882945,0.0722003891078941,0.8,0.75,0.7741935483870969,16,0.9529411764705882,0.5647058823529412,0.8470588235294118,0.9882352941176471,,,,,,,
simgp_core_g75,random,7,7,0.10100282435537021,0.07381799972174573,0.8,1.0,0.888888888888889,16,0.8705882352941177,0.5294117647058824,0.7058823529411765,0.9176470588235294,,,,,,,
physgp_core,random,7,7,0.2233717659427483,0.16351121248100484,0.75,0.75,0.75,16,0.24705882352941178,0.10588235294117647,0.23529411764705882,0.2823529411764706,,,,,,,
physgp_rich,random,7,7,0.2156248550474335,0.16716751200238375,0.7058823529411765,0.75,0.7272727272727272,16,0.35294117647058826,0.18823529411764706,0.2823529411764706,0.3764705882352941,,,,,,,
simgp_rich,random,7,7,0.08921166610005912,0.0696477852288602,0.8571428571428571,0.75,0.7999999999999999,16,0.9411764705882353,0.5294117647058824,0.8941176470588236,0.9764705882352941,,,,,,,
mean_of_samples,random,7,7,0.28596512484377057,0.23164464134217247,1.0,0.0,0.0,16,,,,,,,,,,,
